114.53424 	36.62682 
114.53424 	36.62724 
114.53424 	36.62767 
114.53424 	36.62809 
114.53424 	36.62852 
114.53424 	36.62894 
114.53424 	36.62937 
114.53424 	36.62979 
114.53424 	36.63022 
114.53424 	36.63064 
114.53424 	36.63107 
114.53424 	36.63149 
114.53424 	36.63192 
114.53424 	36.63234 
114.53424 	36.63277 
114.53424 	36.63319 
114.53424 	36.63362 
114.53424 	36.63404 
114.53424 	36.63447 
114.53424 	36.63489 
114.53424 	36.63532 
114.53424 	36.63574 
114.53424 	36.63617 
114.53424 	36.63659 
114.53424 	36.63702 
114.53424 	36.63744 
114.53424 	36.63787 
114.53424 	36.63829 
114.53424 	36.63872 
114.53424 	36.63914 
114.53424 	36.63957 
114.53424 	36.63999 
114.53424 	36.64042 
114.53424 	36.64084 
114.53424 	36.64127 
114.53424 	36.64169 
114.53424 	36.64212 
114.53424 	36.64254 
114.53424 	36.64297 
114.53424 	36.64339 
114.53424 	36.64382 
114.53424 	36.64424 
114.53424 	36.64467 
114.53424 	36.64509 
114.53424 	36.64552 
114.53424 	36.64594 
114.53424 	36.64637 
114.53424 	36.64679 
114.53424 	36.64722 
114.53424 	36.64764 
114.53424 	36.64807 
114.53424 	36.64849 
114.53424 	36.64892 
114.53424 	36.64934 
114.53424 	36.64977 
114.53424 	36.65019 
114.53424 	36.65062 
114.53424 	36.65104 
114.53424 	36.65147 
114.53424 	36.65189 
114.53424 	36.65232 
114.53424 	36.65274 
114.53424 	36.65317 
114.53424 	36.65359 
114.53424 	36.65402 
114.53424 	36.65444 
114.53424 	36.65487 
114.53424 	36.65529 
114.53424 	36.65572 
114.53424 	36.65614 
114.53424 	36.65657 
114.53424 	36.65699 
114.53424 	36.65742 
114.53424 	36.65784 
114.53424 	36.65827 
114.53424 	36.65869 
114.53424 	36.65912 
114.53424 	36.65954 
114.53424 	36.65997 
114.53424 	36.66039 
114.53424 	36.66082 
114.53424 	36.66124 
114.53424 	36.66167 
114.53424 	36.66209 
114.53424 	36.66252 
114.53424 	36.66294 
114.53424 	36.66337 
114.53424 	36.66379 
114.53424 	36.66422 
114.53424 	36.66464 
114.53424 	36.66507 
114.53424 	36.66549 
114.53424 	36.66592 
114.53424 	36.66634 
114.53424 	36.66677 
114.53424 	36.66719 
114.53424 	36.66762 
114.53467 	36.58304
114.53467 	36.58347 
114.53467 	36.58389 
114.53467 	36.58432 
114.53467 	36.58474 
114.53467 	36.58517 
114.53467 	36.58559 
114.53467 	36.58602 
114.53467 	36.58644 
114.53467 	36.58687 
114.53467 	36.58729 
114.53467 	36.58772 
114.53467 	36.58814 
114.53467 	36.58857 
114.53467 	36.58899 
114.53467 	36.58942 
114.53467 	36.58984 
114.53467 	36.59027 
114.53467 	36.59069 
114.53467 	36.59112 
114.53467 	36.59154 
114.53467 	36.59197 
114.53467 	36.59239 
114.53467 	36.59282 
114.53467 	36.59324 
114.53467 	36.59367 
114.53467 	36.59409 
114.53467 	36.59452 
114.53467 	36.59494 
114.53467 	36.59537 
114.53467 	36.59579 
114.53467 	36.59622 
114.53467 	36.59664 
114.53467 	36.59707 
114.53467 	36.59749 
114.53467 	36.59792 
114.53467 	36.59834 
114.53467 	36.59877 
114.53467 	36.59919 
114.53467 	36.59962 
114.53467 	36.60004 
114.53467 	36.60047 
114.53467 	36.60089 
114.53467 	36.60132 
114.53467 	36.60174 
114.53467 	36.60217 
114.53467 	36.60259 
114.53467 	36.60302 
114.53467 	36.60344 
114.53467 	36.60387 
114.53467 	36.60429 
114.53467 	36.60472 
114.53467 	36.60514 
114.53467 	36.60557 
114.53467 	36.60599 
114.53467 	36.60642 
114.53467 	36.60684 
114.53467 	36.60727 
114.53467 	36.60769 
114.53467 	36.60812 
114.53467 	36.60854 
114.53467 	36.60897 
114.53467 	36.60939 
114.53467 	36.60982 
114.53467 	36.61024 
114.53467 	36.61067 
114.53467 	36.61109 
114.53467 	36.61152 
114.53467 	36.61194 
114.53467 	36.61237 
114.53467 	36.61279 
114.53467 	36.61322 
114.53467 	36.61364 
114.53467 	36.61407 
114.53467 	36.61449 
114.53467 	36.61492 
114.53467 	36.61534 
114.53467 	36.61577 
114.53467 	36.61619 
114.53467 	36.61662 
114.53467 	36.61704 
114.53467 	36.61747 
114.53467 	36.61789 
114.53467 	36.61832 
114.53467 	36.61874 
114.53467 	36.61917 
114.53467 	36.61959 
114.53467 	36.62002 
114.53467 	36.62044 
114.53467 	36.62087 
114.53467 	36.62129 
114.53467 	36.62172 
114.53467 	36.62214 
114.53467 	36.62257 
114.53467 	36.62299 
114.53467 	36.62342 
114.53467 	36.62384 
114.53467 	36.62427 
114.53467 	36.62469 
114.53467 	36.62512 
114.53467 	36.62554 
114.53467 	36.62597 
114.53467 	36.62639 
114.53467 	36.62682 
114.53467 	36.62724 
114.53467 	36.62767 
114.53467 	36.62809 
114.53467 	36.62852 
114.53467 	36.62894 
114.53467 	36.62937 
114.53467 	36.62979 
114.53467 	36.63022 
114.53467 	36.63064 
114.53467 	36.63107 
114.53467 	36.63149 
114.53467 	36.63192 
114.53467 	36.63234 
114.53467 	36.63277 
114.53467 	36.63319 
114.53467 	36.63362 
114.53467 	36.63404 
114.53467 	36.63447 
114.53467 	36.63489 
114.53467 	36.63532 
114.53467 	36.63574 
114.53467 	36.63617 
114.53467 	36.63659 
114.53467 	36.63702 
114.53467 	36.63744 
114.53467 	36.63787 
114.53467 	36.63829 
114.53467 	36.63872 
114.53467 	36.63914 
114.53467 	36.63957 
114.53467 	36.63999 
114.53467 	36.64042 
114.53467 	36.64084 
114.53467 	36.64127 
114.53467 	36.64169 
114.53467 	36.64212 
114.53467 	36.64254 
114.53467 	36.64297 
114.53467 	36.64339 
114.53467 	36.64382 
114.53467 	36.64424 
114.53467 	36.64467 
114.53467 	36.64509 
114.53467 	36.64552 
114.53467 	36.64594 
114.53467 	36.64637 
114.53467 	36.64679 
114.53467 	36.64722 
114.53467 	36.64764 
114.53467 	36.64807 
114.53467 	36.64849 
114.53467 	36.64892 
114.53467 	36.64934 
114.53467 	36.64977 
114.53467 	36.65019 
114.53467 	36.65062 
114.53467 	36.65104 
114.53467 	36.65147 
114.53467 	36.65189 
114.53467 	36.65232 
114.53467 	36.65274 
114.53467 	36.65317 
114.53467 	36.65359 
114.53467 	36.65402 
114.53467 	36.65444 
114.53467 	36.65487 
114.53467 	36.65529 
114.53467 	36.65572 
114.53467 	36.65614 
114.53467 	36.65657 
114.53467 	36.65699 
114.53467 	36.65742 
114.53467 	36.65784 
114.53467 	36.65827 
114.53467 	36.65869 
114.53467 	36.65912 
114.53467 	36.65954 
114.53467 	36.65997 
114.53467 	36.66039 
114.53467 	36.66082 
114.53467 	36.66124 
114.53467 	36.66167 
114.53467 	36.66209 
114.53467 	36.66252 
114.53467 	36.66294 
114.53467 	36.66337 
114.53467 	36.66379 
114.53467 	36.66422 
114.53467 	36.66464 
114.53467 	36.66507 
114.53467 	36.66549 
114.53467 	36.66592 
114.53467 	36.66634 
114.53467 	36.66677 
114.53467 	36.66719 
114.53467 	36.66762 
114.53511 	36.58304
114.53511 	36.58347 
114.53511 	36.58389 
114.53511 	36.58432 
114.53511 	36.58474 
114.53511 	36.58517 
114.53511 	36.58559 
114.53511 	36.58602 
114.53511 	36.58644 
114.53511 	36.58687 
114.53511 	36.58729 
114.53511 	36.58772 
114.53511 	36.58814 
114.53511 	36.58857 
114.53511 	36.58899 
114.53511 	36.58942 
114.53511 	36.58984 
114.53511 	36.59027 
114.53511 	36.59069 
114.53511 	36.59112 
114.53511 	36.59154 
114.53511 	36.59197 
114.53511 	36.59239 
114.53511 	36.59282 
114.53511 	36.59324 
114.53511 	36.59367 
114.53511 	36.59409 
114.53511 	36.59452 
114.53511 	36.59494 
114.53511 	36.59537 
114.53511 	36.59579 
114.53511 	36.59622 
114.53511 	36.59664 
114.53511 	36.59707 
114.53511 	36.59749 
114.53511 	36.59792 
114.53511 	36.59834 
114.53511 	36.59877 
114.53511 	36.59919 
114.53511 	36.59962 
114.53511 	36.60004 
114.53511 	36.60047 
114.53511 	36.60089 
114.53511 	36.60132 
114.53511 	36.60174 
114.53511 	36.60217 
114.53511 	36.60259 
114.53511 	36.60302 
114.53511 	36.60344 
114.53511 	36.60387 
114.53511 	36.60429 
114.53511 	36.60472 
114.53511 	36.60514 
114.53511 	36.60557 
114.53511 	36.60599 
114.53511 	36.60642 
114.53511 	36.60684 
114.53511 	36.60727 
114.53511 	36.60769 
114.53511 	36.60812 
114.53511 	36.60854 
114.53511 	36.60897 
114.53511 	36.60939 
114.53511 	36.60982 
114.53511 	36.61024 
114.53511 	36.61067 
114.53511 	36.61109 
114.53511 	36.61152 
114.53511 	36.61194 
114.53511 	36.61237 
114.53511 	36.61279 
114.53511 	36.61322 
114.53511 	36.61364 
114.53511 	36.61407 
114.53511 	36.61449 
114.53511 	36.61492 
114.53511 	36.61534 
114.53511 	36.61577 
114.53511 	36.61619 
114.53511 	36.61662 
114.53511 	36.61704 
114.53511 	36.61747 
114.53511 	36.61789 
114.53511 	36.61832 
114.53511 	36.61874 
114.53511 	36.61917 
114.53511 	36.61959 
114.53511 	36.62002 
114.53511 	36.62044 
114.53511 	36.62087 
114.53511 	36.62129 
114.53511 	36.62172 
114.53511 	36.62214 
114.53511 	36.62257 
114.53511 	36.62299 
114.53511 	36.62342 
114.53511 	36.62384 
114.53511 	36.62427 
114.53511 	36.62469 
114.53511 	36.62512 
114.53511 	36.62554 
114.53511 	36.62597 
114.53511 	36.62639 
114.53511 	36.62682 
114.53511 	36.62724 
114.53511 	36.62767 
114.53511 	36.62809 
114.53511 	36.62852 
114.53511 	36.62894 
114.53511 	36.62937 
114.53511 	36.62979 
114.53511 	36.63022 
114.53511 	36.63064 
114.53511 	36.63107 
114.53511 	36.63149 
114.53511 	36.63192 
114.53511 	36.63234 
114.53511 	36.63277 
114.53511 	36.63319 
114.53511 	36.63362 
114.53511 	36.63404 
114.53511 	36.63447 
114.53511 	36.63489 
114.53511 	36.63532 
114.53511 	36.63574 
114.53511 	36.63617 
114.53511 	36.63659 
114.53511 	36.63702 
114.53511 	36.63744 
114.53511 	36.63787 
114.53511 	36.63829 
114.53511 	36.63872 
114.53511 	36.63914 
114.53511 	36.63957 
114.53511 	36.63999 
114.53511 	36.64042 
114.53511 	36.64084 
114.53511 	36.64127 
114.53511 	36.64169 
114.53511 	36.64212 
114.53511 	36.64254 
114.53511 	36.64297 
114.53511 	36.64339 
114.53511 	36.64382 
114.53511 	36.64424 
114.53511 	36.64467 
114.53511 	36.64509 
114.53511 	36.64552 
114.53511 	36.64594 
114.53511 	36.64637 
114.53511 	36.64679 
114.53511 	36.64722 
114.53511 	36.64764 
114.53511 	36.64807 
114.53511 	36.64849 
114.53511 	36.64892 
114.53511 	36.64934 
114.53511 	36.64977 
114.53511 	36.65019 
114.53511 	36.65062 
114.53511 	36.65104 
114.53511 	36.65147 
114.53511 	36.65189 
114.53511 	36.65232 
114.53511 	36.65274 
114.53511 	36.65317 
114.53511 	36.65359 
114.53511 	36.65402 
114.53511 	36.65444 
114.53511 	36.65487 
114.53511 	36.65529 
114.53511 	36.65572 
114.53511 	36.65614 
114.53511 	36.65657 
114.53511 	36.65699 
114.53511 	36.65742 
114.53511 	36.65784 
114.53511 	36.65827 
114.53511 	36.65869 
114.53511 	36.65912 
114.53511 	36.65954 
114.53511 	36.65997 
114.53511 	36.66039 
114.53511 	36.66082 
114.53511 	36.66124 
114.53511 	36.66167 
114.53511 	36.66209 
114.53511 	36.66252 
114.53511 	36.66294 
114.53511 	36.66337 
114.53511 	36.66379 
114.53511 	36.66422 
114.53511 	36.66464 
114.53511 	36.66507 
114.53511 	36.66549 
114.53511 	36.66592 
114.53511 	36.66634 
114.53511 	36.66677 
114.53511 	36.66719 
114.53511 	36.66762 
114.53554 	36.58304
114.53554 	36.58347 
114.53554 	36.58389 
114.53554 	36.58432 
114.53554 	36.58474 
114.53554 	36.58517 
114.53554 	36.58559 
114.53554 	36.58602 
114.53554 	36.58644 
114.53554 	36.58687 
114.53554 	36.58729 
114.53554 	36.58772 
114.53554 	36.58814 
114.53554 	36.58857 
114.53554 	36.58899 
114.53554 	36.58942 
114.53554 	36.58984 
114.53554 	36.59027 
114.53554 	36.59069 
114.53554 	36.59112 
114.53554 	36.59154 
114.53554 	36.59197 
114.53554 	36.59239 
114.53554 	36.59282 
114.53554 	36.59324 
114.53554 	36.59367 
114.53554 	36.59409 
114.53554 	36.59452 
114.53554 	36.59494 
114.53554 	36.59537 
114.53554 	36.59579 
114.53554 	36.59622 
114.53554 	36.59664 
114.53554 	36.59707 
114.53554 	36.59749 
114.53554 	36.59792 
114.53554 	36.59834 
114.53554 	36.59877 
114.53554 	36.59919 
114.53554 	36.59962 
114.53554 	36.60004 
114.53554 	36.60047 
114.53554 	36.60089 
114.53554 	36.60132 
114.53554 	36.60174 
114.53554 	36.60217 
114.53554 	36.60259 
114.53554 	36.60302 
114.53554 	36.60344 
114.53554 	36.60387 
114.53554 	36.60429 
114.53554 	36.60472 
114.53554 	36.60514 
114.53554 	36.60557 
114.53554 	36.60599 
114.53554 	36.60642 
114.53554 	36.60684 
114.53554 	36.60727 
114.53554 	36.60769 
114.53554 	36.60812 
114.53554 	36.60854 
114.53554 	36.60897 
114.53554 	36.60939 
114.53554 	36.60982 
114.53554 	36.61024 
114.53554 	36.61067 
114.53554 	36.61109 
114.53554 	36.61152 
114.53554 	36.61194 
114.53554 	36.61237 
114.53554 	36.61279 
114.53554 	36.61322 
114.53554 	36.61364 
114.53554 	36.61407 
114.53554 	36.61449 
114.53554 	36.61492 
114.53554 	36.61534 
114.53554 	36.61577 
114.53554 	36.61619 
114.53554 	36.61662 
114.53554 	36.61704 
114.53554 	36.61747 
114.53554 	36.61789 
114.53554 	36.61832 
114.53554 	36.61874 
114.53554 	36.61917 
114.53554 	36.61959 
114.53554 	36.62002 
114.53554 	36.62044 
114.53554 	36.62087 
114.53554 	36.62129 
114.53554 	36.62172 
114.53554 	36.62214 
114.53554 	36.62257 
114.53554 	36.62299 
114.53554 	36.62342 
114.53554 	36.62384 
114.53554 	36.62427 
114.53554 	36.62469 
114.53554 	36.62512 
114.53554 	36.62554 
114.53554 	36.62597 
114.53554 	36.62639 
114.53554 	36.62682 
114.53554 	36.62724 
114.53554 	36.62767 
114.53554 	36.62809 
114.53554 	36.62852 
114.53554 	36.62894 
114.53554 	36.62937 
114.53554 	36.62979 
114.53554 	36.63022 
114.53554 	36.63064 
114.53554 	36.63107 
114.53554 	36.63149 
114.53554 	36.63192 
114.53554 	36.63234 
114.53554 	36.63277 
114.53554 	36.63319 
114.53554 	36.63362 
114.53554 	36.63404 
114.53554 	36.63447 
114.53554 	36.63489 
114.53554 	36.63532 
114.53554 	36.63574 
114.53554 	36.63617 
114.53554 	36.63659 
114.53554 	36.63702 
114.53554 	36.63744 
114.53554 	36.63787 
114.53554 	36.63829 
114.53554 	36.63872 
114.53554 	36.63914 
114.53554 	36.63957 
114.53554 	36.63999 
114.53554 	36.64042 
114.53554 	36.64084 
114.53554 	36.64127 
114.53554 	36.64169 
114.53554 	36.64212 
114.53554 	36.64254 
114.53554 	36.64297 
114.53554 	36.64339 
114.53554 	36.64382 
114.53554 	36.64424 
114.53554 	36.64467 
114.53554 	36.64509 
114.53554 	36.64552 
114.53554 	36.64594 
114.53554 	36.64637 
114.53554 	36.64679 
114.53554 	36.64722 
114.53554 	36.64764 
114.53554 	36.64807 
114.53554 	36.64849 
114.53554 	36.64892 
114.53554 	36.64934 
114.53554 	36.64977 
114.53554 	36.65019 
114.53554 	36.65062 
114.53554 	36.65104 
114.53554 	36.65147 
114.53554 	36.65189 
114.53554 	36.65232 
114.53554 	36.65274 
114.53554 	36.65317 
114.53554 	36.65359 
